Customer_Age,Customer_Tenure,Order_Value,Items,Payment_Method,Shipping_Distance,Previous_Orders,Failed_Payments,Account_Age,Discount_Used,Express_Shipping,Device_Type,Is_Fraud
24,11,29469,4,2,2861,74,5,79,1,0,1,1
18,12,31545,5,3,384,1,1,114,0,0,1,0
49,2,16789,6,1,1590,17,3,10,1,1,0,0
30,12,16023,2,3,2552,68,4,36,0,1,2,0
47,14,38569,4,2,1474,56,1,103,0,1,2,0
40,7,30503,4,0,2290,70,2,24,0,0,0,0
68,14,1058,4,0,369,22,3,113,1,1,0,0
36,14,40463,7,0,1495,18,3,8,1,1,2,1
49,1,3638,7,3,288,18,1,1,1,0,1,0
47,13,23504,7,1,399,57,4,118,0,1,2,0
46,14,10083,7,0,2152,82,1,117,1,1,0,1
66,7,35471,2,0,1335,48,4,74,0,1,2,1
62,4,24742,5,0,127,44,3,111,0,0,0,0
46,10,13567,2,0,2088,27,1,87,0,0,1,0
47,14,305,5,2,1771,74,0,102,0,1,2,0
33,6,27509,6,2,2930,49,5,74,1,0,0,1
57,14,12542,3,1,2993,10,1,33,0,1,2,0
36,8,26390,6,2,247,54,1,31,0,0,1,0
35,9,26208,5,2,1830,8,0,102,1,0,2,0
18,6,5791,4,2,2360,13,0,77,1,0,0,1
31,12,39009,9,3,2082,97,2,62,1,1,0,1
68,11,19604,8,2,2177,92,0,35,1,0,2,1
64,13,30262,7,3,2058,20,4,44,0,0,2,1
67,14,39596,1,3,1192,47,5,47,0,0,0,1
19,9,38898,9,2,1808,57,5,32,1,0,0,1
45,4,49430,9,3,1240,68,2,63,0,0,2,0
66,6,21651,6,0,2990,96,4,22,1,1,1,1
67,8,13483,7,1,1776,8,2,7,1,1,0,0
47,9,16596,3,2,1626,66,2,6,1,0,1,0
55,3,41816,5,2,2983,77,5,41,1,1,1,1
68,2,9188,7,1,340,17,4,80,1,0,1,0
21,6,47082,1,2,2729,11,3,12,1,1,0,1
18,4,27544,1,2,1592,86,5,73,1,0,1,0
25,1,24834,5,1,1688,77,3,40,0,0,2,0
46,8,41845,9,3,1309,15,1,69,1,0,2,0
56,9,34671,7,0,534,36,3,58,0,0,2,1
20,14,26515,1,3,809,19,5,3,1,0,0,0
49,9,15489,5,0,2481,19,1,100,1,0,1,1
27,2,27844,8,1,2806,14,3,43,0,0,2,0
27,9,18782,8,3,2699,24,1,74,0,1,1,0
36,7,45138,2,3,2645,16,5,8,1,1,0,1
63,5,34410,7,0,2298,11,1,73,0,1,2,0
51,7,7359,5,0,1355,41,5,13,0,0,0,0
50,13,45268,9,0,2952,38,0,56,0,0,1,0
40,9,12646,3,0,2463,55,5,19,1,1,1,1
45,8,2254,1,2,1226,52,1,23,0,1,0,0
49,6,8866,4,1,2054,70,5,43,0,1,1,0
67,13,48617,7,0,849,71,5,24,1,0,1,1
24,4,11330,1,3,1510,87,4,3,1,1,1,0
46,13,17865,2,3,1223,46,4,97,1,0,1,0
25,1,6002,5,3,13,24,1,87,1,1,0,0
18,6,1322,9,0,2054,84,4,14,1,1,0,1
20,3,27150,1,1,1435,49,3,83,1,1,1,0
41,6,34369,4,2,1581,32,4,33,1,1,1,1
40,6,9150,3,0,538,73,0,87,0,0,0,0
25,14,49076,5,0,2052,85,4,27,0,1,2,1
64,4,3674,5,2,1813,82,3,12,0,0,2,0
54,2,36597,2,1,2035,28,5,46,0,0,1,1
20,9,11257,5,0,2332,2,3,111,1,0,1,1
68,2,19675,9,3,722,38,1,71,0,0,2,0
50,3,40344,5,3,1824,3,2,100,1,0,2,0
45,10,18045,2,0,2741,36,3,46,1,1,0,1
64,1,15062,7,1,1789,94,1,82,0,1,1,0
25,7,35390,6,3,1953,5,1,16,0,1,0,0
51,1,35259,7,3,2705,91,4,58,1,1,1,1
52,11,24952,8,2,952,9,4,14,0,0,1,0
49,9,30784,5,1,628,11,1,85,1,1,0,0
41,11,44942,2,0,1778,65,5,43,1,1,1,1
31,11,11896,7,2,2422,2,0,91,1,1,2,1
49,1,24550,7,2,1642,64,5,25,1,0,2,0
63,5,34946,8,2,1148,63,1,102,1,1,0,0
60,7,45137,7,1,1418,34,4,15,1,0,2,1
33,3,47230,7,1,650,23,3,74,0,0,1,1
21,9,17604,9,1,2773,46,0,30,0,1,0,0
69,8,45828,8,0,812,51,2,44,1,0,2,0
54,13,30141,2,1,1080,33,5,9,0,1,0,1
38,3,10815,2,2,2180,83,3,92,1,1,0,1
31,5,21903,7,3,2829,79,4,113,1,1,1,1
48,7,3470,3,0,2170,93,3,82,1,0,1,1
65,12,2008,1,0,2250,24,3,11,0,1,0,0
35,14,37175,9,0,1990,68,4,102,0,1,2,1
24,4,21234,3,2,1626,28,3,115,0,1,2,0
27,5,44165,1,1,2750,91,1,66,0,1,0,0
24,3,49749,6,2,2606,63,5,22,1,1,0,1
50,9,3687,4,3,1848,52,0,87,1,1,2,0
40,10,30123,1,1,1866,57,5,20,1,0,1,1
38,9,45253,4,3,579,40,4,109,0,0,0,1
36,7,2513,8,0,1137,86,0,29,0,0,1,0
65,10,25138,7,0,2275,95,1,90,0,1,1,0
36,2,22655,1,2,2222,50,4,63,0,0,1,0
53,7,11052,9,1,1020,17,1,41,1,1,0,0
46,7,3557,6,0,1158,40,2,76,1,0,2,0
35,11,8564,2,2,1650,98,2,112,0,0,1,0
19,5,1250,3,3,2191,60,2,93,0,0,1,0
18,9,47405,7,2,569,23,0,83,0,1,2,0
64,13,32364,3,1,1318,46,5,98,1,0,2,1
22,12,40322,3,1,277,27,5,48,0,0,1,1
37,11,47653,5,1,1516,35,2,27,0,1,1,0
28,3,44449,3,0,1587,20,2,94,0,1,0,0
59,4,32886,3,2,1959,55,1,101,0,0,0,0
19,1,9908,5,3,1495,68,3,31,0,1,2,0
20,6,49236,5,1,2324,25,3,92,1,0,1,1
40,4,38445,9,2,234,53,5,25,1,0,2,1
29,1,4181,1,0,1266,86,5,49,0,1,2,0
37,2,39322,1,3,32,43,2,70,0,0,0,0
22,3,9033,9,3,1372,32,5,64,0,1,2,0
54,9,2771,5,3,760,25,3,56,0,0,0,0
55,13,43839,4,0,1799,21,2,7,0,0,0,0
47,8,47838,2,1,1795,19,2,70,1,1,2,0
26,7,31317,9,0,793,1,0,35,0,0,0,0
51,13,39255,6,3,1392,40,4,89,0,0,1,1
61,11,39701,9,2,762,53,3,21,0,1,1,1
52,12,19108,5,3,265,56,2,47,0,1,0,0
69,14,21983,4,2,2263,17,3,60,1,1,1,1
39,4,33382,7,0,282,4,0,112,1,0,2,0
61,1,33074,5,0,530,95,0,17,0,1,0,0
41,8,33815,8,0,1883,45,2,105,0,1,1,0
34,4,43501,8,2,2029,74,3,90,0,1,0,1
27,3,15480,2,0,2050,20,3,105,0,1,2,0
47,9,18312,5,1,2561,21,3,17,0,1,0,0
63,10,28274,8,3,816,2,0,71,0,0,1,0
40,4,6961,3,1,464,8,1,25,0,0,2,0
49,4,6194,7,2,1471,1,1,34,1,0,2,0
34,14,39213,3,0,1387,27,3,26,1,0,2,1
67,9,46828,6,3,164,33,3,6,0,0,2,1
68,13,24463,2,0,1727,52,4,10,1,0,2,0
34,12,22410,6,0,1611,58,2,81,0,1,2,0
31,11,39400,6,3,2586,9,0,78,0,0,2,0
26,12,6043,8,3,511,82,4,3,0,1,1,0
57,14,14669,5,1,1798,92,3,59,0,1,0,0
19,2,42716,1,1,1245,1,5,112,0,1,0,1
62,14,8893,8,1,555,47,1,80,0,1,0,0
42,12,38307,9,1,2689,5,1,69,0,0,2,0
56,5,25387,1,1,1307,43,4,48,0,0,0,0
26,4,34071,5,2,1909,53,1,23,0,0,0,0
39,9,42451,6,2,1398,70,1,91,0,0,0,0
60,12,47279,4,0,259,35,5,5,1,1,2,1
63,5,31469,2,0,2493,7,2,56,0,0,2,0
21,9,23123,5,1,1225,82,3,101,1,1,0,0
43,11,45985,4,0,1666,9,4,38,0,0,1,1
46,9,23997,7,2,1404,32,5,82,0,1,1,0
62,14,23110,6,2,1866,90,0,76,0,0,0,0
51,2,40254,3,0,766,92,0,85,0,0,0,0
40,14,35999,9,1,65,18,5,7,0,1,1,1
54,9,20214,4,2,2706,17,3,17,1,0,0,1
28,3,19150,5,3,1670,50,0,106,1,0,0,0
23,4,49801,3,3,2090,22,5,9,0,0,2,1
35,1,21225,8,0,879,0,1,105,1,1,2,0
38,14,28658,7,1,196,58,2,88,0,0,1,0
59,1,44946,7,0,1384,2,4,75,1,1,0,1
53,1,20496,8,1,1796,9,4,89,0,1,2,0
58,9,27225,7,1,2436,70,1,46,1,0,0,1
55,11,22680,3,3,65,48,3,37,1,0,2,0
51,8,39073,3,2,1321,55,2,7,1,1,1,0
34,5,23674,2,2,1451,89,0,17,1,0,0,0
54,5,24719,1,0,223,15,4,119,0,1,1,0
42,9,13969,5,0,2963,38,4,41,0,1,2,0
55,3,758,4,1,1533,95,3,64,0,1,2,0
29,3,47250,2,2,442,75,2,83,0,1,2,0
40,7,12222,1,1,1438,43,5,57,0,0,2,0
59,9,43927,3,3,903,7,0,85,1,0,0,0
39,6,13435,6,3,2501,7,4,45,0,0,2,0
38,14,21777,2,1,2368,44,4,73,0,0,0,0
44,2,28323,7,1,770,10,0,109,1,1,1,0
48,1,29914,7,1,883,96,2,110,0,0,2,0
23,2,18175,3,1,451,24,2,8,0,1,0,0
44,14,43285,1,1,2944,16,2,110,0,0,0,0
57,14,11358,9,3,1103,94,4,109,1,0,0,0
51,1,30627,5,3,743,82,5,91,0,1,2,1
29,10,10239,2,3,2405,54,1,87,1,0,0,1
62,10,42425,8,0,1610,78,4,10,1,0,1,1
24,9,40603,4,3,1545,55,3,54,1,1,1,1
27,10,19614,7,2,2830,43,3,66,1,1,1,1
62,12,21017,5,2,2614,52,5,44,0,1,1,0
34,14,29197,3,1,1916,34,4,48,0,1,1,0
43,13,17888,8,3,1249,38,4,71,0,1,0,0
38,8,25161,2,1,528,1,0,2,0,1,2,0
45,7,10047,1,1,724,97,2,80,1,1,1,0
63,3,15644,5,2,241,24,5,118,0,1,2,0
19,8,20114,4,2,2662,37,0,6,0,1,2,0
60,2,14895,7,1,2143,67,5,80,1,1,0,1
18,2,32732,9,2,365,79,3,89,1,1,2,1
68,11,19452,6,1,1209,31,3,45,0,0,1,0
53,10,23753,1,1,1160,78,1,10,0,0,2,0
68,3,1679,8,1,25,77,2,116,1,1,0,0
43,7,31858,2,0,1961,40,2,9,1,0,2,0
46,1,43855,4,2,2366,78,5,96,1,1,2,1
38,8,38860,3,2,2381,70,3,32,1,1,2,1
28,12,32918,6,3,2962,6,0,2,1,1,1,1
57,7,6552,2,2,562,71,4,21,0,0,1,0
28,4,38021,5,3,681,82,2,112,1,1,2,0
53,14,15440,9,1,2148,17,4,3,0,0,2,0
66,5,46768,3,0,2418,16,3,118,0,1,0,1
56,10,47838,2,1,1617,81,1,98,0,0,2,0
57,13,2887,2,1,1036,82,3,93,1,0,0,0
52,1,46249,9,1,720,76,4,106,0,1,0,1
51,4,48457,6,3,2125,58,3,84,0,0,2,1
64,1,15939,2,0,587,10,2,23,1,0,1,0
41,1,2255,3,1,974,50,5,37,0,1,0,0
39,10,7119,1,3,2730,6,5,72,0,0,1,0
22,1,20714,2,1,1847,26,4,108,0,0,1,0
50,7,26290,2,0,1372,58,4,36,0,0,1,0
53,7,40475,2,1,1467,36,1,14,1,0,0,0
64,4,11028,7,1,691,4,2,87,1,1,0,0
37,13,48525,3,2,88,61,0,91,0,0,2,0
36,12,8698,4,3,2513,71,1,15,1,0,0,1
52,2,44439,2,0,494,73,2,117,0,1,2,0
69,12,20681,5,3,1246,89,5,35,0,0,0,0
60,3,49074,9,2,2021,78,0,22,1,0,1,1
34,8,44755,9,1,1142,54,5,47,1,0,0,1
62,13,47896,7,0,136,15,4,36,0,1,1,1
60,8,48843,8,0,978,92,5,15,0,1,0,1
51,11,46707,5,3,2235,91,1,96,0,0,1,0
26,11,14019,5,1,542,73,4,105,0,1,2,0
43,6,38280,3,2,2627,55,4,82,0,1,1,1
19,10,4599,6,1,930,50,4,58,1,0,1,0
26,9,37777,1,3,1403,67,2,109,0,0,0,0
26,11,48346,3,0,811,45,0,31,1,1,2,0
57,12,43962,2,0,412,60,2,41,1,0,0,0
34,9,25702,7,1,217,77,4,100,0,1,1,0
18,4,29792,9,1,2718,32,1,89,1,1,1,1
42,12,40522,4,1,830,54,5,109,1,1,1,1
60,1,48850,7,1,1134,17,4,74,0,0,1,1
57,1,21860,8,2,285,11,0,104,1,1,0,0
59,12,3020,2,2,2931,73,2,78,1,0,0,1
42,10,24185,7,2,770,20,0,112,0,0,0,0
56,5,23025,3,2,1897,96,2,26,0,1,2,0
52,14,5715,8,3,569,77,5,83,1,0,1,0
20,13,37183,6,0,1322,72,0,30,0,0,2,0
67,2,45328,3,0,2609,25,0,103,1,1,1,1
54,6,2883,8,3,2745,78,2,12,1,1,0,1
61,7,9705,3,3,2759,20,2,31,1,0,1,1
61,1,45657,9,2,530,21,2,109,0,0,1,0
68,6,44708,3,1,2537,54,3,111,0,1,2,1
47,8,19292,1,0,1768,45,5,111,0,1,0,0
55,12,3431,2,3,2075,40,0,82,0,0,1,0
51,5,31956,4,1,2044,4,3,2,1,0,0,1
29,14,2946,2,2,1142,43,3,78,0,1,2,0
36,12,33797,4,3,1078,15,4,20,0,1,1,1
54,7,37686,4,0,504,34,3,58,0,1,1,1
61,10,35130,4,0,2025,4,3,103,1,0,1,1
66,6,12875,1,0,152,61,2,20,1,0,1,0
34,4,7649,9,3,737,89,2,34,1,0,0,0
27,7,22537,7,0,479,25,1,60,0,0,2,0
66,10,24058,2,2,1686,60,5,34,1,0,2,0
64,9,24343,3,0,1240,50,0,37,1,0,1,0
29,10,42277,8,2,2879,68,5,67,0,1,2,1
33,10,42524,7,0,1372,55,3,99,1,1,2,1
41,13,29084,4,2,1364,49,3,97,1,0,0,0
36,7,37042,4,3,850,35,0,19,1,0,0,0
25,12,37638,9,2,2602,23,5,95,1,1,0,1
48,14,5933,5,3,1697,78,2,52,0,1,0,0
38,5,23486,5,1,1399,29,2,44,0,1,1,0
34,7,34913,7,2,1561,68,0,86,1,0,0,0
40,3,33905,1,3,1327,47,0,27,0,0,1,0
54,2,6342,3,1,1266,21,2,38,1,0,2,0
33,11,28804,2,0,1402,32,0,92,0,1,2,0
23,5,42519,6,1,1709,68,5,21,1,1,0,1
25,4,24932,6,2,1413,95,2,84,1,1,1,0
42,5,12421,1,1,2335,49,0,38,0,0,1,0
35,8,39030,6,0,1754,22,2,13,1,1,1,0
42,12,32507,2,1,2503,9,1,93,0,0,2,0
29,4,4173,4,2,1961,35,2,21,0,0,0,0
32,9,17767,6,2,627,16,2,42,1,0,2,0
43,7,16135,3,3,1265,52,3,97,0,1,1,0
58,10,6832,3,0,2260,90,5,96,0,0,2,0
62,13,3587,3,0,363,7,2,48,1,0,0,0
43,12,35052,4,1,2646,43,0,46,1,0,0,1
64,7,29525,9,0,2181,60,4,92,0,0,0,0
49,13,46758,4,2,1533,5,0,114,1,1,1,0
27,13,19671,4,1,2325,70,3,78,0,0,2,0
33,8,29175,4,3,1289,89,0,57,1,0,1,0
24,12,42285,7,1,2653,80,1,106,1,0,0,1
34,6,5595,5,1,657,36,4,52,1,1,1,0
40,8,18781,2,3,1384,53,4,22,1,1,0,0
43,3,14881,7,1,667,22,5,101,0,0,2,0
38,10,39965,3,0,2184,90,3,98,1,1,0,1
39,10,8569,1,1,2813,56,5,17,1,0,2,1
24,14,45267,9,1,2476,50,4,97,1,1,2,1
31,1,16302,5,1,2878,57,2,97,0,1,0,0
32,6,20028,1,2,2643,18,3,102,1,1,2,1
24,1,11085,1,2,920,26,5,26,0,0,2,0
26,9,39699,1,0,2552,88,1,39,1,1,0,1
68,14,16875,9,3,2152,24,4,71,0,1,0,0
65,2,1068,8,2,1951,20,4,63,0,0,0,0
25,11,10482,6,2,2542,24,3,89,0,0,1,0
67,2,5251,6,0,388,50,4,112,0,1,0,0
40,7,26904,6,0,1769,70,4,51,0,1,0,0
46,2,43686,4,3,2783,34,1,30,0,1,2,0
35,10,32359,5,1,905,69,1,41,1,1,2,0
48,8,20848,3,1,2381,49,3,33,1,1,2,1
47,6,19791,3,3,377,14,4,50,0,0,1,0
69,14,32120,7,3,240,23,5,63,1,1,1,1
56,7,43660,5,3,2778,48,0,39,0,0,0,0
52,7,27356,8,0,182,67,3,28,0,1,2,0
35,6,6225,5,1,1281,6,5,18,1,1,2,0
59,10,4470,4,3,744,93,1,74,0,1,2,0
56,11,4938,3,3,841,80,0,59,1,0,1,0
34,9,49043,2,1,1279,53,5,116,1,0,0,1
31,13,3234,3,1,1069,37,5,66,1,1,1,0
48,9,45559,7,0,1009,93,4,107,0,1,2,1
41,7,43299,8,2,2876,44,3,114,0,0,1,1
52,9,11656,5,2,598,8,3,43,1,0,0,0
61,13,33922,1,0,1017,54,1,78,0,0,0,0
62,10,28077,3,0,201,82,2,13,1,1,2,0
51,3,20213,4,1,343,51,2,1,1,0,1,0
20,3,30666,4,0,631,76,2,32,0,1,2,0
54,1,2769,1,0,298,48,3,89,0,0,2,0
60,5,49527,9,3,698,54,1,10,1,0,0,0
57,4,16181,4,0,1221,82,1,15,1,0,2,0
43,2,13038,2,0,1873,69,2,115,0,1,2,0
40,9,5817,9,3,1506,75,0,93,1,0,0,0
61,3,12382,4,1,2761,78,2,17,0,1,1,0
56,8,47759,4,1,930,2,3,63,1,1,1,1
32,6,42165,6,0,2826,67,0,106,1,1,1,1
66,14,14301,8,0,379,37,1,54,1,1,0,0
21,13,16389,5,2,2796,69,4,104,1,0,2,1
46,5,24506,8,3,706,48,5,23,1,0,1,0
39,1,31386,1,2,2415,91,0,71,1,0,0,1
42,4,12973,4,0,1561,7,1,50,1,0,1,0
30,3,16612,1,2,771,94,0,59,0,1,1,0
35,1,29027,3,2,1095,84,2,36,1,1,1,0
50,12,23561,7,1,1052,44,0,6,0,1,2,0
33,5,20810,1,3,349,28,0,66,1,1,0,0
62,6,20052,5,1,1142,78,0,109,1,1,1,0
59,2,13548,1,1,1232,48,3,32,1,1,1,0
61,14,15298,6,2,1447,23,5,53,1,1,0,0
19,3,7722,9,3,93,20,3,108,0,0,0,0
52,11,40948,3,0,2189,22,5,69,0,1,0,1
59,14,2502,6,3,2403,94,2,83,1,0,0,1
51,6,36424,4,1,1547,97,4,2,0,1,0,1
47,4,28567,6,2,1827,27,3,43,0,1,2,0
30,9,35061,2,0,1093,31,4,87,0,1,0,1
30,5,43107,4,1,582,21,3,40,1,1,1,1
35,4,20839,7,2,1721,61,1,68,1,0,2,0
49,2,18618,6,1,883,66,1,4,0,0,1,0
49,6,26647,9,2,124,72,0,75,1,0,2,0
52,10,29036,7,3,1758,5,4,46,1,1,0,0
56,2,20387,1,1,1702,64,0,105,1,0,2,0
63,12,41451,6,3,603,21,5,20,0,0,1,1
69,13,25576,3,3,1365,50,0,14,0,1,2,0
46,7,12975,8,2,305,67,3,99,0,0,2,0
66,3,10786,1,0,2851,56,3,109,1,1,0,1
46,9,17636,2,3,1252,71,0,14,1,0,1,0
61,11,34162,3,1,937,54,5,49,1,0,2,1
33,5,48316,3,1,2413,41,3,3,1,1,1,1
61,8,25141,7,2,2314,51,5,79,1,0,2,1
64,11,31753,8,3,2132,60,1,21,1,1,1,1
27,6,21773,9,0,2901,18,1,61,1,0,1,1
47,14,10467,7,0,749,0,4,2,1,0,1,0
42,12,19729,8,1,2199,40,1,21,0,1,0,0
56,10,46205,6,2,686,62,5,10,0,0,0,1
37,8,23200,2,3,140,87,0,91,1,1,1,0
22,13,6754,1,1,55,47,2,118,1,1,1,0
18,13,25163,3,2,74,80,3,111,1,0,0,0
47,11,19422,9,0,997,31,0,19,1,1,2,0
66,12,19110,7,1,2956,49,3,53,1,0,1,1
20,3,12793,2,2,2877,13,4,76,0,0,1,0
62,3,9341,1,0,1945,16,0,49,0,1,0,0
31,5,29878,2,2,642,95,0,80,0,1,2,0
47,11,36943,3,1,744,96,0,8,1,1,1,0
67,10,12751,6,3,2074,29,4,57,1,0,1,1
21,3,26066,9,2,2483,50,0,101,1,0,1,1
35,8,9375,8,3,1605,97,3,89,1,1,1,0
54,10,45706,9,1,62,91,2,24,1,0,0,0
42,13,1758,8,0,1224,61,0,47,0,1,2,0
65,12,29063,7,2,2538,23,4,104,1,1,2,1
18,14,7032,6,0,493,62,4,82,0,0,1,0
63,8,14348,8,3,1993,13,0,21,1,0,2,0
32,2,24537,6,3,2727,33,4,8,0,1,2,0
26,12,39827,2,0,2516,58,1,19,0,0,2,0
32,4,18301,9,1,1140,64,5,113,1,0,1,0
66,10,41250,9,3,1395,85,4,30,0,0,2,1
41,13,49712,3,1,2699,32,2,91,1,1,2,1
21,1,24455,9,0,1256,57,1,100,0,1,1,0
29,4,15099,2,1,2496,17,3,100,0,1,0,0
54,12,6476,3,3,2256,11,1,26,1,0,0,1
54,13,3576,6,0,1002,73,2,20,0,0,0,0
60,13,4466,4,1,1126,65,5,116,0,1,0,0
23,11,49074,8,1,10,1,1,105,0,0,2,0
56,13,25833,1,2,1147,69,0,78,0,0,1,0
63,4,12558,6,3,787,83,4,97,1,1,0,0
41,10,32895,2,2,2052,27,0,73,1,0,1,1
28,9,20715,6,1,2515,41,0,87,0,0,0,0
30,3,11264,1,3,259,2,0,45,1,0,2,0
51,2,39416,2,0,2769,47,1,64,1,1,1,1
42,9,3124,9,0,1934,88,3,30,1,1,0,0
24,9,29659,6,0,2335,86,5,53,1,1,2,1
69,1,1364,8,1,2079,12,4,50,1,0,2,1
21,6,9147,7,1,1712,56,1,62,0,0,2,0
25,10,45085,9,0,521,87,5,42,1,0,0,1
37,8,6687,9,2,716,2,0,28,0,0,1,0
46,3,6677,4,2,1644,62,2,58,0,0,0,0
68,11,17735,7,3,124,37,2,31,0,0,2,0
62,9,45664,5,3,1774,58,0,90,1,0,2,0
63,2,3970,7,0,922,27,3,100,1,0,0,0
27,6,34194,4,1,2178,25,5,59,0,0,1,1
60,1,9317,1,1,2794,83,4,111,0,0,0,0
51,13,49613,4,3,2564,90,5,100,0,0,1,1
43,7,17702,3,0,1504,64,1,116,0,0,1,0
58,3,705,9,3,1756,73,3,75,0,0,0,0
66,7,22443,5,2,2822,73,2,12,1,1,1,1
20,4,13103,4,0,1566,60,0,45,1,1,1,0
23,9,43357,8,0,2999,56,1,66,0,1,2,0
22,5,32189,5,0,1948,0,3,104,1,1,2,1
22,3,17761,3,2,1853,31,5,68,0,0,2,0
64,8,16882,2,0,2125,31,3,32,0,1,2,0
40,6,30129,8,3,2414,26,3,41,1,1,1,1
66,2,13587,2,2,292,12,5,98,1,1,1,0
26,3,47601,8,1,1994,16,1,55,1,0,2,0
52,8,39142,5,3,1738,27,4,69,0,1,0,1
37,10,22165,8,3,157,88,5,5,1,0,2,0
66,7,10944,5,3,1124,51,1,119,1,1,0,0
59,10,19423,1,2,908,35,5,63,0,0,0,0
52,6,25497,2,3,1658,46,0,4,1,1,2,0
67,14,46057,6,2,918,65,1,115,0,0,0,0
35,1,17428,3,0,1851,31,3,41,0,1,0,0
34,9,43839,8,1,2158,31,4,12,0,0,2,1
41,3,38833,5,0,1703,69,4,99,1,1,1,1
20,14,45489,3,3,1666,94,0,37,0,1,0,0
49,5,29815,7,2,1294,54,0,98,0,1,2,0
52,7,39216,8,2,138,72,2,55,0,0,1,0
55,7,17680,4,0,1712,79,2,45,1,0,1,0
30,3,923,9,3,2112,88,2,28,1,0,1,1
64,4,26572,6,1,2555,39,1,59,0,0,1,0
42,10,7184,1,2,2888,27,4,7,0,1,1,0
26,7,12555,5,2,1015,80,0,60,1,0,0,0
21,8,10707,5,3,1724,30,2,53,0,1,1,0
31,2,17019,7,2,2837,86,0,40,0,0,0,0
54,9,47104,7,3,2398,30,2,52,1,1,2,1
51,7,19494,6,3,2195,25,1,11,1,0,2,1
28,13,49104,8,1,1359,3,5,108,0,0,2,1
58,8,10919,2,3,1556,57,1,96,0,0,1,0
20,6,12069,7,0,2910,78,3,50,0,1,2,0
45,6,17433,7,1,407,22,0,50,0,1,0,0
46,9,11800,4,3,344,68,5,96,0,1,0,0
26,4,31892,2,3,652,59,5,95,0,1,1,1
20,11,33411,4,1,1545,42,3,48,1,0,1,1
42,11,36768,4,2,1874,88,5,84,0,1,2,1
51,5,12045,6,1,2753,93,1,54,0,1,1,0
29,9,37092,7,2,2819,25,5,6,1,0,1,1
59,1,46626,3,1,1160,66,1,50,1,0,2,0
26,4,47817,1,1,39,67,5,113,0,1,1,1
32,7,35734,3,0,1344,54,5,82,0,1,0,1
57,11,18730,9,1,287,46,0,85,1,0,1,0
42,9,41136,1,0,968,81,3,3,0,0,2,1
22,14,25044,8,3,1487,58,5,41,1,1,0,0
28,13,23460,2,2,891,74,5,92,0,1,2,0
51,11,12913,6,2,662,74,3,28,1,1,2,0
41,12,49600,3,0,1029,99,3,32,1,0,1,1
32,13,4701,7,2,236,15,0,39,1,0,2,0
55,10,13030,2,2,2284,57,0,88,0,1,0,0
25,6,4433,4,1,969,88,0,118,1,0,0,0
22,12,5499,9,0,2549,0,4,71,0,0,0,0
65,8,17939,6,2,1129,89,5,63,0,1,0,0
43,13,40304,4,3,1231,44,1,19,1,0,1,0
35,9,20295,2,0,239,93,4,1,0,0,2,0
23,10,27948,9,1,1855,5,4,33,1,1,1,0
54,4,23793,4,3,829,90,1,33,1,1,0,0
65,1,47815,9,2,52,51,5,11,1,1,1,1
30,14,46829,2,2,2156,18,2,60,1,0,2,1
45,8,40954,7,0,1381,42,2,87,0,0,2,0
22,2,36550,5,2,1057,18,2,114,0,0,1,0
30,11,1954,8,0,22,38,0,109,0,1,2,0
34,1,31658,8,2,307,31,0,28,1,1,0,0
67,13,3085,4,3,11,64,3,118,0,0,1,0
57,7,43685,4,1,1663,88,3,62,0,0,2,1
62,12,19378,8,3,2610,46,4,47,1,1,0,1
49,10,40364,3,1,198,12,3,17,1,1,1,1
46,9,33426,7,0,1966,73,0,74,1,1,2,0
68,11,19380,8,2,1068,81,4,72,0,1,2,0
20,12,34122,8,3,1209,35,3,117,1,0,0,1
57,12,15767,4,2,2437,85,3,9,0,1,2,0
51,9,18165,9,0,551,69,2,83,1,0,1,0
57,3,48946,4,1,1466,26,0,114,1,0,0,0
44,6,21755,8,3,2544,71,4,8,0,1,1,0
30,7,10106,6,1,505,23,1,59,0,0,0,0
62,14,6383,5,1,137,19,5,69,0,1,2,0
50,10,41722,4,0,989,85,3,78,1,1,0,1
23,9,45176,5,1,1303,8,0,45,0,1,0,0
41,2,3425,1,0,2212,38,4,33,0,0,1,0
36,8,30883,7,1,852,82,5,107,1,1,2,1
33,14,3243,8,1,1047,0,0,108,0,0,1,0
57,7,35905,9,3,1976,10,0,38,1,0,1,0
45,4,12517,3,0,711,73,4,63,1,1,2,0
50,2,31400,9,2,507,0,2,12,1,0,0,0
65,8,26626,5,2,686,90,5,67,0,1,1,0
58,11,28996,6,2,1534,80,2,104,0,1,0,0
30,5,37543,1,3,708,43,3,29,1,0,2,1
60,6,27706,9,3,1624,50,2,22,0,0,0,0
62,14,40016,9,1,142,16,3,34,1,0,2,1
42,11,7651,6,1,2329,65,3,70,1,1,2,1
59,7,49358,8,2,1708,22,4,99,1,1,0,1
53,10,35536,4,1,302,40,0,39,1,1,2,0
44,1,47780,5,1,2445,58,1,16,0,0,1,0
55,8,2346,5,3,318,73,1,31,1,1,1,0
24,4,39521,7,2,1811,93,2,49,0,0,0,0
22,13,44001,7,0,2956,98,4,44,1,0,1,1
60,9,7749,7,2,2928,24,1,79,1,1,2,1
62,1,49763,5,3,858,16,0,46,1,1,1,0
68,11,41309,4,2,2721,18,3,1,1,1,1,1
48,2,988,8,0,677,81,3,44,1,0,0,0
